«·œÊ«¡,«· —ﬂÌ»
Thamerice/carrot,milk+carrot powder baby-food
Thamerice/orange,milk+orange powder baby-food
Thamerin 100,aspirin 100mg / tab ( fruit-taste )
Thamerin 100,aspirin 100mg / tab ( fruit-taste )
Thamerin 100,aspirin 100mg / tab ( fruit-taste )
Thamerin 500,aspirin 500mg / tab
Thamerin 500,aspirin 500mg / tab
Thamerin 500,aspirin 500mg / tab
Thamerin 81,aspirin 81mg / tab
Thamerin 81,aspirin 81mg / tab
Thamerin 81,aspirin 81mg / tab
Thamerin 81,aspirin 81mg / tab
Thamesiled 100,sildenafil 50mg / c-tab
ThamevitB1 100,vitaminB1 100mg / tab
ThamevitB1 100,vitaminB1 100mg / tab
ThamevitB1 300,vitaminB1 300mg / tab
ThamevitB1 300,vitaminB1 300mg / tab
"ThamevitB1,B12",vitaminB1 220mg+vitaminB12 1.1mg / amp
"ThamevitB1,B12",vitaminB1 220mg+vitaminB12 1.1mg / amp
ThamevitC 500,vitaminC 500mg / amp
ThamevitC 500,vitaminC 500mg / amp
Thamocef 250,cefadroxil 250mg / 5ml
Thamocef 250,cefadroxil 250mg / 5ml
Thamocef 500,cefadroxil 500mg / cap
Thamocef 500,cefadroxil 500mg / cap
Thamocef 500,cefadroxil 500mg / cap
Unicyclin 100,doxycycline 100mg / cap
Unicyclin 100,doxycycline 100mg / cap
Unicyclin 100,doxycycline 100mg / cap
Vitaplex,choline 24mg+ferrous 0.2mg+panthen 3mg+vitaminB1 5mg+vitaminB2 3mg+vitaminB6 2mg+vitaminB12 6mg+vitaminPP 17mg / 5ml
Vitaplex,choline 24mg+ferrous 0.2mg+panthen 3mg+vitaminB1 5mg+vitaminB2 3mg+vitaminB6 2mg+vitaminB12 6mg+vitaminPP 17mg / 5ml
Xantozyl 300,allopurinol 300mg / tab
Xantozyl 300,allopurinol 300mg / tab
Xantozyl 300,allopurinol 300mg / tab
Zincotan,zincOxide 3.5%+titaniumOxide 4.5%
ZincotanA3,allantoin 0.5%+azulene 0.04%+titaniumOxide 4.5%+vitaminA 0.5%+zincOxide 3.5%
QualiAzmixinal,bromhexine 2mg+guaiphenesin 50mg+menthol 0.5mg+terbutaline 1.25mg / 5ml
QualiDerm,betaMethasone 0.5mg +clioquinol 10mg+gentamicin 10mg +tolnaftate 1mg / 1gr
Ambroxol 75,ambroxol 75mg / cap
Ambroxol 75,ambroxol 75mg / cap
DicluCure 100,diclofenacSodium 100mg / supp
DicluCure 12.5,diclofenacSodium 12.5mg / supp
DicluCure 25,diclofenacSodium 25mg / supp
DicluCure 50,diclofenacSodium 50mg / supp
DomiCure 10,domperidone 10mg / supp
DomiCure 30,domperidone 30mg / supp
DomiCure 60,domperidone 60mg / supp
GynoBact,
HydroCortisone 0.5%,hydroCortisone 0.5%
HydroCortisone 0.5%,hydroCortisone 0.5%
HydroCortisone 1%,hydroCortisone 1%
HydroCortisone 1%,hydroCortisone 1%
HydroCortisone 2.5%,hydroCortisone 2.5%
HydroCortisone 2.5%,hydroCortisone 2.5%
"MonoAmylase 1,000",amylase 1000i.u. / 5ml
"MonoAmylase 1,000",amylase 1000i.u. / 5ml
"MonoAmylase 3,000",amylase 3000i.u. / cap
PlatoGril 5,prasugrel 5mg / c-tab
SteroZone 5,prednisolone 5mg / 5ml
ZitroCure 250,azithromycin 250mg / cap
Ciprofloxacin 500,ciprofloxacin 500mg / c-tab
Citamol,paraCetamol 500mg+VitC 200mg / tab
DicloCetol,diclofenacPotassium 50mg+paraCetamol 500mg / tab
DiclofenacPotassium 50,diclofenacPotassium 50mg / c-t
Enalapril 10,enalapril 10mg / tab
GastroAntiAcid,auminiumlHydroxide 400mg+magnesiumHydroxide 400mg / tab
Metformin 850,metformin 850mg / c-tab
Metronidazole 500,metronidazole 500mg / tab
Omeprazole 20,omeprazole 20mg / cap
RamiprilHCT 5/12.5,HydroChlorThiaZide ( H.C.T.Z. ) 12.5mg+ramipril 5mg / tab
Spedanafil 50,avanafil 50mg / tab
SpiraMetroCin,"metronidazole 250mg+spiramycin 1,500,000i.u. / tab"
SydroZone,caffeine 50mg+propyPhenazone 150mg+paraCetamol 250mg / tab
Agilomox 500/50,diclofenacPotassium 50mg+paraCetamol 500mg / tab
AntiTussive,guaifenesine 33.3mg+oxomemazine 1.65mg+paraCetamol 33.3mg+sodiumBenzoate 33.3mg / cap
Azithromycin 250,azithromycin 250mg / cap
DeForce 160/10/12.5,amlodipin 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg+valsartan 160mg / c-tab
DeForce 160/10/12.5,amlodipin 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg+valsartan 160mg / c-tab
DeForce 160/10/25,amlodipin 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 160mg / c-tab
DeForce 160/10/25,amlodipin 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 160mg / c-tab
DeForce 160/5/12.5,amlodipin 5mg+H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg+valsartan 160mg / c-tab
DeForce 160/5/12.5,amlodipin 5mg+H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg+valsartan 160mg / c-tab
DeForce 160/5/25,amlodipin 5mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 160mg / c-tab
DeForce 160/5/25,amlodipin 5mg+H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg+valsartan 160mg / c-tab
DeForce 320/10/25,amlodipin 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 320mg / c-tab
DeForce 320/10/25,amlodipin 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 320mg / c-tab
Diclofenac 25,diclofenacSodium 25mg / c-tab
Diclofenac 50,diclofenacSodium 50mg / c-tab
Diclofenac 75,diclofenacSodium 75mg / c-tab
Diltiazem 120,dilitazem 120mg / cap
Diltiazem 180,dilitazem 180mg / cap
Diltiazem 90,dilitazem 90mg / cap
DiltiazemXR 120,dilitazem 120mg / XR-cap
DiltiazemXR 180,dilitazem 180mg / XR-cap
DiltiazemXR 90,dilitazem 90mg / XR-cap
EnalprilPlus 10/25,enalapril 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg / tab
EnalprilPlus 5/12.5,enalapril 5mg+H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg / tab
FedroFen 200/30,ibuProfen 200mg+pseudoEphedrine 30mg / c-tab
FedroFen 200/30,ibuProfen 200mg+pseudoEphedrine 30mg / c-tab
FedroFen 200/30,ibuProfen 200mg+pseudoEphedrine 30mg / c-tab
FedroFen 400/60,ibuProfen 400mg+pseudoEphedrine 60mg / c-tab
FedroFen 400/60,ibuProfen 400mg+pseudoEphedrine 60mg / c-tab
FedroFen 400/60,ibuProfen 400mg+pseudoEphedrine 60mg / c-tab
Fedrolidine,pseudoEphedrine 30mg+triprolidine 1.25 / tab
FemRelieve,pamabrom 25mg+paraCetmol 500mg / tab
Fenspiride 80,fenspiride 80mg / c-tab
FluCold,chlorpheniramine 8mg+pseudoEphedrine 120mg / cap
Fludolon 100,flupirtine 100mg / cap
Furolact,furosemide 20mg+spironolactone 50mg / tab
Ketotifen 1,ketotifen 1mg / tab
MetroNidazole 250,metronidazole 250mg / c-t
MetroNidazole 500,metronidazole 500mg / c-t
Nivoltic 5/12.5,hydroChlorThiazide 12.5mg+nebivilol 5mg / c-tab
Nivoltic 5/12.5,hydroChlorThiazide 12.5mg+nebivilol 5mg / c-tab
Nivoltic 5/25,hydroChlorThiazide 25mg+nebivilol 5mg / c-tab
Nivoltic 5/25,hydroChlorThiazide 25mg+nebivilol 5mg / c-tab
Nodement 150,armodafinil 150mg / c-tab
Nodement 250,armodafinil 250mg / c-tab
Nodement 50,armodafinil 50mg / c-tab
ParaCetamol 500,paraCetamol 500mg / tab
ParaCetamol 500,paraCetamol 500mg / tab
ParaCetamolAdvance 500,paraCetamol 500mg / tab
ParaCetamolAdvance 500,paraCetamol 500mg / tab
ParaCetamolExtra,cafeine 30mg+codeine 8mg+paraCetamol 500mg / tab
Plexadol 50,tapentadol 50mg / tab
Pricksage,agometaline
Rovaltro 10,rivaroxaban 10mg / c-tab
Rovaltro 10,rivaroxaban 10mg / c-tab
Rovaltro 15,rivaroxaban 15mg / c-tab
Rovaltro 15,rivaroxaban 15mg / c-tab
Rovaltro 2.5,rivaroxaban 2.5mg / c-tab
Rovaltro 2.5,rivaroxaban 2.5mg / c-tab
Rovaltro 20,rivaroxaban 20mg / c-tab
Rovaltro 20,rivaroxaban 20mg / c-tab
TrioVitabin,vitaminB1 100mg+vitaminB6 200mg+vitaminB12 0.2mg / c-tab
TromboStop 75/75,aspirin 75mg+clopidogrel 75mg / c-tab
UlcerStop 200,misoprostol 0.2mg / c-tab
UlcerStop 200,misoprostol 0.2mg / c-tab
UlcerStop 200,misoprostol 0.2mg / c-tab
VardeTra 10,vardenafil 10mg / c-tab
VardeTra 10,vardenafil 10mg / c-tab
VardeTra 2.5,vardenafil 2.5mg / c-tab
VardeTra 2.5,vardenafil 2.5mg / c-tab
VardeTra 20,vardenafil 20mg / c-tab
VardeTra 20,vardenafil 20mg / c-tab
VardeTra 5,vardenafil 5mg / c-tab
VardeTra 5,vardenafil 5mg / c-tab
Viteoctin,cyproHeptadine 4mg+niacinAmide 5mg+vitaminA 1670i.u.+vitaminB1 0.6mg+vitaminB2 0.75mg+vitaminB6 0.6mg+vitaminB12 0.02mg+vitaminC 20mg+vitaminD3 167i.u. / c-tab
ActiSolv,carbocysteine 100mg+promethazine 2.5mg / 5ml
AllerLife 5,levoCetirizine 5mg / c-tab
Azythromycin 250,azithromycin 250mg / cap
Bisoprolo 10,bisoprolol 10mg / tab
Bisoprolo 2.5,bisoprolol 2.5mg / tab
Bisoprolo 5,bisoprolol 5mg / tab
Bryxam 20,piroxicamBetaCycloDextrin 191.20mg / efferv-tab
Bryxam 20,piroxicamBetaCycloDextrin 191.20mg / efferv-tab
Eskazide 200/250,metroNidazole 2500mg+nifuroxazide 200mg / cap
Eskazide 200/600,metroNidazole 600mg+nifuroxazide 200mg / cap
GazRelief,
KiddyLife,vitaminA 1500i.u.+vitaminB1 2.5mg+vitaminB2 2.5mg+vitaminB5 2.15mg+vitaminB6 0.75mg+vitaminB12 0.0015mg+vitaminC 37.5mg+vitaminD3 150i.u.+vitaminE 2.5mg+vitaminPP 12.5mg / 5ml
KiddyLife,vitaminA 1500i.u.+vitaminB1 2.5mg+vitaminB2 2.5mg+vitaminB5 2.15mg+vitaminB6 0.75mg+vitaminB12 0.0015mg+vitaminC 37.5mg+vitaminD3 150i.u.+vitaminE 2.5mg+vitaminPP 12.5mg / 5ml
LifeCare 10,
LifeCare 20,
LifeCare 40,
LifeMol 500,paraCetamol 500mg / tab
LifeMol 500,paraCetamol 500mg / tab
Lorayan 12,loratadine 5mg+pseudoEphedrine 120mg / c-tab
Lorayan 12,loratadine 5mg+pseudoEphedrine 120mg / c-tab
Lorayan 24,loratadine 10mg+pseudoEphedrine 240mg / c-tab
Lorayan 24,loratadine 10mg+pseudoEphedrine 240mg / c-tab
Lorayan 24,loratadine 10mg+pseudoEphedrine 240mg / c-tab
Losacorin 50/12.5,H.C.T.Z. ( HydroChlorThiaide ) 12.5mg+losartan 50mg
"MaxFormin 1,000",metformin 1000mg / c-tab
"MaxFormin 1,000",metformin 1000mg / c-tab
MaxFormin 500,metformin 500mg / c-tab
MaxFormin 500,metformin 500mg / c-tab
MaxFormin 850,metformin 850mg / c-tab
MaxFormin 850,metformin 850mg / c-tab
Metronidazole 250,metronidazole 250mg / c-t
Metronidazole 500,metronidazole 500mg / c-t
NexoMac 20,esomeprazole 20mg / DR-cap
NexoMac 40,esomeprazole 40mg / DR-cap
Nizatidine 150,nizatidine 150mg / cap
Nizatidine 300,nizatidine 300mg / cap
"OneC 1,000",vitaminC 1000mg / efferv-tab
"OneC 1,000",vitaminC 1000mg / efferv-tab
OneC 500,vitaminC 500mg / efferv-tab
OneC 500,vitaminC 500mg / efferv-tab
OneCalC,calcium 1000mg+vitaminC 1000mg / efferv-tab
OneCalC,calcium 1000mg+vitaminC 1000mg / efferv-tab
Paracetamol 120,paraCetamol 120mg / 5ml
ParacetamolExtra,caffeine 62mg+paraCetamol 500mg / tab
ParacetamolExtra,caffeine 62mg+paraCetamol 500mg / tab
ProfiCold,chlorpheniramine 2mg+ibuprofen 200mg+pseudoEphedrine 30mg / c-tab
ProfiCold,chlorpheniramine 2mg+ibuprofen 200mg+pseudoEphedrine 30mg / c-tab
ProfiLife 200,ibuprofen 200mg / gel-cap
ProfiLife 200,ibuprofen 200mg / gel-cap
ProfiLife 400,ibuprofen 400mg / gel-cap
ProfiLife 400,ibuprofen 400mg / gel-cap
ProfiLife 600,ibuprofen 600mg / gel-cap
ProfiLife 600,ibuprofen 600mg / gel-cap
ProfiLifeD,ibuprofen 100mg+pseudoEphedrine 15mg / 5ml
ProfiLifePlus,ibuprofen 100mg+pseudoEphedrine 15mg / 5ml
RhinoHelp 100,carbocysteine 100mg / 5ml
RhinoHelp 250,carbocysteine 250mg / 5ml
RhinoHelp 375,carbocysteine 250mg / 5ml
RhinoHelp 375,carbocysteine 375mg / cap
Roximycine 100,roxithromycin 100mg / c-tab
Roximycine 100,roxithromycin 150mg / c-tab
Roximycine 150,roxithromycin 150mg / c-tab
Roximycine 150,roxithromycin 300mg / c-tab
Roximycine 300,roxithromycin 300mg / c-tab
Roximycine 300,roxithromycine 300mg / c-tab
TooCare,dextromethorphan+guaifenesin+paraCetamol+pseudoEphedrine / gel-cap
TrioPect,dexChlorPheneramine 2mg+guaiphenesine 100mg+pseudoEphedrine 20mg / 5ml
Tripolife,paraCetamol 500mg+pseudoEphedrine 30mg+triprolidine 1.25mg / tab
Triprocod,codeine 10mg+pseudoEphedrine 30mg+triprolidine 1.25mg / 5ml
TuliCold,dextromethorphan+guaifenesin+paraCetamol+pseudoEphedrine / gel-cap
TuliCold,dextromethorphan+guaifenesin+paraCetamol+pseudoEphedrine / gel-cap
TuliColdN,dextromethorphan+guaifenesin+paraCetamol+pseudoEphedrine / gel-cap
TuliColdN,dextromethorphan+guaifenesin+paraCetamol+pseudoEphedrine / c-tab
Vastor 10,rosuvastatin 10mg / c-tab
Vastor 10,rosuvastatin 10mg / c-tab
Vastor 20,rosuvastatin 20mg / c-tab
Vastor 20,rosuvastatin 20mg / c-tab
Vastor 40,rosuvastatin 40mg / c-tab
Vastor 40,rosuvastatin 40mg / c-tab
Vastor 5,rosuvastatin 5mg / c-tab
Vastor 5,rosuvastatin 5mg / c-tab
VitaminPlus,
VitaminPlus,
VitaminPlus,
Actimox,pseudoEphedrine 30mg+triprolidine 1.25mg / 5ml
Actimox,pseudoEphedrine 60mg+triprolidine 2.5mg / tab
Actimox,pseudoEphedrine 60mg+triprolidine 2.5mg / tab
Acyclovir 3%,acyclovir 3%
Alegra 10,tadalafil 10mg / tab
Alegra 20,tadalafil 20mg / tab
Alegra 20,tadalafil 20mg / tab
Algiscon,alginate 250mg+biCarbonateSodium 133.5mg / 5ml
Algiscon,alginate 250mg+biCarbonateSodium 133.5mg / 5ml
Aminophylline 250,aminophylline 100mg / supp
Aminophylline 250,aminophylline 100mg / supp
Aminophylline 500,aminophylline 400mg / supp
Aminophylline 500,aminophylline 400mg / supp
Atropina 0.5%,atropine 0.5%
Atropina 0.5%,atropine 0.5%
Atropina 1%,atropine 1%
Atropina 1%,atropine 1%
Aviton 15,vitaminA 1500i.u. / ml
Aviton 50,vitaminA 50000i.u. / cap
AxProste 0.4,tamsulosin 0.4mg / cap
Azelastine 0.05,azelastine 0.05%
Azelastine 0.1,azelastine 0.1%
Azelastine 0.1,azelastine 0.1%
Azithromycin 100,azithromycin 100mg / 5ml
Azithromycin 100,azithromycin 100mg / 5ml
Azithromycin 125,azithromycin 125mg / tab
Azithromycin 125,azithromycin 125mg / tab
Azithromycin 200,azithromycin 200mg / 5ml
Azithromycin 200,azithromycin 200mg / 5ml
Azithromycin 250,azithromycin 250mg / cap
Azithromycin 250,azithromycin 250mg / cap
Azithromycin 250,azithromycin 250mg / cap
Azithromycin 500,azithromycin 500mg / cap
Azithromycin 500,azithromycin 500mg / cap
Azitine 1%,azithromycin 1%
BabySleep 12.5,diphenHydramine 12.5mg / 5ml
Becodelta 0.042%,beclomethasone 0.042%
Becodelta 0.042%,beclomethasone 0.042mg / spray
Betaphenicol,betamethasone 2mg+chloramphenicol 5mg / ml
Betaphenicol,betamethasone 0.2%+chloramphenicol 0.5%
Biovente 0.1,
Brimonde 0.2%,brimonidine 2mg / ml
Broxidelta,ammoniumchloride 50mg+bromhexine 4mg+dextroMethorphan 5mg+pseudoEphedrine 30mg / 5ml
Broxidelta,ammoniumchloride 50mg+bromhexine 4mg+dextroMethorphan 5mg+pseudoEphedrine 30mg / 5ml
Butamirate 5,butamirate 5mg / ml
Butamirate 7.5,butamirate 7.5mg / 5ml
Catafast 50,diclofenacPotassium 50mg / c-tab
Cefaclor 375,cefaclor 375mg / c-tab
Cefaclor 500,cefaclor 500mg / c-tab
"Cefazolin 1,000",cefazolin 1000mg / vial
Cefazolin 500,cefazolin 500mg / vial
Cefdin 125,cefdinir 125mg / 5ml
Cefdin 125,cefdinir 125mg / 5ml
Cefdin 125,cefdinir 125mg / 5ml
Cefdin 300,cefdinir 300mg / c-tab
Cefdox 100,cefpodoxime 100mg / c-tab
Cefdox 100,cefpodoxime 100mg / 5ml
Cefdox 200,cefpodoxime 200mg / c-tab
Cefdox 50,cefpodoxime 50mg / 5ml
"Cefprazone 1,000",cefoperazone 1000mg / vial
"Cefprazone 2,000",cefoperazone 2000mg / vial
"Cefrocim 1,500",cefuroxime 1500mg / vial
Cefrocim 125,cefuroxime 125mg / c-tab
Cefrocim 125,cefuroxime 125mg / c-tab
Cefrocim 125,cefuroxime 125mg / c-tab
Cefrocim 125,cefuroxime 125mg / c-tab
Cefrocim 125,cefuroxime 125mg / 5ml
Cefrocim 125,cefuroxime 125mg / 5ml
Cefrocim 250,cefuroxime 250mg / c-tab
Cefrocim 250,cefuroxime 250mg / c-tab
Cefrocim 250,cefuroxime 250mg / c-tab
Cefrocim 250,cefuroxime 250mg / c-tab
Cefrocim 250,cefuroxime 250mg / 5ml
Cefrocim 250,cefuroxime 250mg / 5ml
Cefrocim 250,cefuroxime 250mg / vial
Cefrocim 500,cefuroxime 500mg / c-tab
Cefrocim 500,cefuroxime 500mg / c-tab
Cefrocim 500,cefuroxime 500mg / c-tab
Cefrocim 500,cefuroxime 500mg / c-tab
Cefrocim 750,cefuroxime 750mg / vial
"Ceftizoxime 1,000mg",ceftizoxime 1000mg / vial
"Ceftizoxime 2,000mg",ceftizoxime 2000mg / vial
Ceftizoxime 500mg,ceftizoxime 500mg / vial
Cetagote,belladona 0.1mg+caffeine 50mg+ergotamine 1mg+meprobamat 150mg+paraCetamol 250mg+phenobarbital 10mg / c-tab
Chloramphenicol 0.5%,chloramphenicol 0.5%
Chloramphenicol 0.5%,chloramphenicol 0.5%
Cifime 100,cefixime 100mg / cap
Cifime 100,cefixime 100mg / 5ml
Cifime 100,cefixime 100mg / 5ml
Cifime 200,cefixime 200mg / cap
Cifime 200,cefixime 200mg / c-tab
Cifime 200,cefixime 200mg / c-tab
Cifime 200,cefixime 200mg / c-tab
Cifime 200,cefixime 200mg / c-tab
Cifime 400,cefixime 400mg / c-tab
Cifime 400,cefixime 400mg / c-tab
Cifime 400,cefixime 400mg / c-tab
Cifime 400,cefixime 400mg / c-tab
Cifime 400,cefixime 400mg / c-tab
Cinaraze 25,cinnarizine 25mg / tab
Cinaraze 75,cinnarizine 75mg / tab
Ciprodelta 100,ciprofloxacin 100mg / c-tab
Ciprodelta 100,ciprofloxacin 100mg / c-tab
Ciprodelta 250,ciprofloxacin 250mg / c-tab
Ciprodelta 250,ciprofloxacin 250mg / c-tab
Ciprodelta 3%,ciprofloxacin 3mg / ml
Ciprodelta 500,ciprofloxacin 500mg / c-tab
Ciprodelta 500,ciprofloxacin 500mg / c-tab
Ciprodelta 750,ciprofloxacin 500mg / c-tab
Ciprodelta 750,ciprofloxacin 500mg / c-tab
Citalmic 1%,fusidateSodium 1%
"ClafoDelta 1,000",cefotaxime 1000mg / vial
ClafoDelta 500,cefotaxime 500mg / vial
Clindacin 100,clindamycin 100mg / ovule
Clindacin 150,clindamycin 150mg / cap
Clindacin 2%,clindamycin 2%
ClindacinT 1%,clindamycin 1%
ClindacinT 1%,clindamycin 1%
Clorovizal,chlorpheniramine 1mg+tetrahydrozoline 0.5mg / ml
ClovorNex 75,
CortiDel,hydroCortisone 10mg+neomycin 3.5mg+polymyxinB 10000i.u. / ml
Cromolyn 2%,cromoGlycateSodium 2%
Cromolyn 2%,cromoGlycateSodium 2%
Cromolyn 2%,cromoGlycateSodium 2%
Cromolyn 2%,cromoGlycateSodium 2%
CromolynFort 4%,cromoGlycateSodium 4%
Cyclopan 0.5%,cyclopentolate 0.5%
Cyclopan 1%,cyclopentolate 1%
Deltacaine 0.4%,benoxinate ( oxybuprocaine ) 4mg / ml
Deltacef 125,cephradine 125mg / 5ml
Deltacef 125,cephradine 125mg / 5ml
Deltacef 250,cephradine 250mg / cap
Deltacef 250,cephradine 250mg / 5ml
Deltacef 250,cephradine 250mg / 5ml
Deltacef 500,cephradine 500mg / cap
Deltaflox 0.3%,lomefloxacin 0.3mg / ml
DeltaFolic,ferrousSulfate 150mg+folicAcid 0.5mg+vitaminB1 2mg+vitaminB2 2mg+vitaminB6 1mg+vitaminC 50mg+vitaminPP 10mg / cap
DeltaFolic,ferrousSulfate 150mg+folicAcid 0.5mg+vitaminB1 2mg+vitaminB2 2mg+vitaminB6 1mg+vitaminC 50mg+vitaminPP 10mg / cap
Deltarin 100,diclofenacSodium 100mg / cap
Deltarin 100,diclofenacSodium 100mg / supp
Deltarin 100,diclofenacSodium 100mg / supp
Deltarin 12.5,diclofenacSodium 12.5mg / supp
Deltarin 12.5,diclofenacSodium 12.5mg / supp
Deltarin 25,diclofenacSodium 25mg / supp
Deltarin 25,diclofenacSodium 25mg / supp
Deltarin 75,diclofenacSodium 75mg / cap
Deltastate 120,orlistat 120mg / cap
Deltastate 120,orlistat 120mg / cap
Deltastate 120,orlistat 120mg / cap
Deltastate 120,orlistat 120mg / cap
Deltastate 120,orlistat 120mg / cap
Depantine 5%,dexpanthenol 5%
Depantine 5%,dexpanthenol 5%
Dergine 0.1%,coDergocrine 0.1%
Dergine 0.1%,coDergocrine 0.1%
Dermadin 0.75,methoxsalen 0.75mg / ml
Dermadin 0.75,methoxsalen 0.75mg / ml
Dermadin 0.75,methoxsalen 0.75mg / ml
DermadineMild 0.01%,methoxsalen 0.1mg / ml
DermadineMild 0.01%,methoxsalen 0.1mg / ml
Dermocil,dexamethasone 0.1%+neomycin 0.35%
Dexacollyre 0.05%,dexamethasone 0.05%
Dexacollyre 0.1%,dexamethasone 0.1%
Dexacollyre 0.1%,dexamethasone 0.1%
Dexaderm 0.1%,dexamethasone 0.1%
Dexagent,dexamethasone 0.1%+gentamicin 0.3%
Dimephrine,dimethindene 0.25mg+phenylephrine 2.5mg / ml
Dimephrine,dimethindene 0.25mg+phenylephrine 2.5mg / ml
Dimine 1,diMethindene 1mg / ml
Droxef 125,cefadroxil 125mg / 5ml
Droxef 250,cefadroxil 250mg / cap
Droxef 250,cefadroxil 250mg / cap
Droxef 250,cefadroxil 250mg / 5ml
Droxef 500,cefadroxil 500mg / cap
Droxef 500,cefadroxil 500mg / cap
Droxef 500,cefadroxil 500mg / 5ml
Dyozol,metronidazole 500mg+miconazole 150mg / ovule
Dyozol,metronidazole 500mg+miconazole 150mg / ovule
Erythrine 0.5%,erythromycin 0.5%
Extranaze,loratdine 10mg +PseudoEphedrine 240mg / ER-tan
Extranaze,loratdine 5mg +PseudoEphedrine 120mg / ER-tan
Feedem 10,piroxicam 10mg / cap
Feedem 20,piroxicam 20mg / cap
Feedem 20,piroxicam 20mg / supp
Feedem 20,piroxicam 20mg / supp
Fenamic 250,mefenamicAcid 250mg / cap
FenamicFort 500,mefenamicAcid 500mg / c-tab
Fertil 100,vitaminE 100mg / cap
Fertil 100,vitaminE 100i.u. / gr
Fertil 100,vitaminE 100i.u. / gr
FertilFort 200,vitaminE 200mg / cap
Flarine 125,metronidazole 125mg / 5ml
Flarine 250,metronidazole 250mg / tab
Flarine 500,metronidazole 500mg / ovule
Flarine 500,metronidazole 500mg / ovule
Flarine 500,metronidazole 500mg / tab
Florocycline,fluorometholone 2mg+tetracycline 10mg / ml
Fluconazol 50,fluconazole 50mg / cap
FluconazolFort,fluconazole 200mg / cap
FluconazolFort,fluconazole 200mg / cap
Flutaquine,flumethasone 0.02%+vioform 1%
Forkinson 100,amantadine 100mg / cap
Framycin 0.5%,framycetin 0.5%
Framycin 1.25%,framycetin 1.25%
Framycin 1.25%,framycetin 1.25%
Fucibetazone,betamethasone 0.1%+fusidateSodium 2%
Fucibetazone,betamethasone 0.1%+fusidateSodium 2%
Fucidelta 250,fusidateSodium 250mg / c-tab
Fuciderm 2%,fusidateSodium 2%
Fuciderm 2%,fusidateSodium 2%
Fuciderm 2%,fusidateSodium 2%
Furantoine 100,nitrofurantoin 100mg / cap
Gatymar 0.3%,gatifloxacin 0.3%
Gentalina 0.3%,gentamicin 0.3%
Gentalina 0.3%,gentamicin 0.3%
Gentalina 0.3%,gentamicin 0.3%
Gentalina 0.3%,gentamicin 0.3%
Gentalina 0.3%,gentamicin 0.3%
Gentalina 0.3%,gentamicin 0.3%
Germotrim,sulfamethoxazole 200mg+trimethoprim 40mg / 5ml
Germotrim,sulfamethoxazole 200mg+trimethoprim 40mg / 5ml
Germotrim,sulfamethoxazole 400mg+trimethoprim 80mg / tab
GermotrimFort,sulfamethoxazole 400mg+trimethoprim 80mg / 5ml
GermotrimFort,sulfamethoxazole 400mg+trimethoprim 80mg / 5ml
GermotrimFort,sulfamethoxazole 800mg+trimethoprim 160mg / tab
"Glycerine 1,000",glycerol 1000mg / supp
"Glycerine 2,000",glycerol 2000mg / supp
"Glycerine 3,000",glycerol 3000mg / supp
Gynosep 150,econazole 150mg / ovule
Gynosep 150,econazole 150mg / ovule
Gynosep 50,econazole 50mg / ovule
HydroFloxe,ciprofloxacin 2mg+hydrocortisone 10mg / ml
Hydroquinone 2%,hydroquinone 2%
Hydroquinone 2%,hydroquinone 2%
Hydroquinone 4%,hydroquinone 4%
Hydroquinone 4%,hydroquinone 4%
Idoxe 0.1%,idoxuridine 0.1%
Idrocil,dexamethasone 0.125%+neomycin 0.65%
Idrocil,dexamethasone 0.05%+neomycin 0.35%
Indobina,indomethacin 25mg+vitaminB1 50mg / cap
Indobina,indomethacin 25mg+vitaminB1 50mg / cap
indomethacin 100,indomethacin 100mg / supp
Indomethacin 100,indomethacin 100mg / supp
Iodine 250,polyvinylpyrolidone iodine ( povidone ) 250mg / ovule
Kafedrine,aspirin 250mg+caffeine 65mg+paraCetamol 250mg / c-tab
Ketotifene 0.025%,ketotifen 0.025%
